,Namn,Land,Pris(SEK),Literpris,Produktnummer,Förpackning,Volym(mml),Alkoholhalt(%),Sockerhalt(gram/l),passar_till,rawdata,rawdata1,Årgång,Doft,Färg,Råvaror,Smakbeskrivning,Lamm,Nöt,Fågel,Fläsk,Dessert,Vilt,Ost,nyanserad,komplex,fruktig,kryddig,fatkaraktär,utvecklad,bärig,fat,ungdomlig,Flaska,Box,Magnum,PET-flaska,Italien,Frankrike,Spanien,USA,Sydafrika,Australien,Argentina,Chile,Portugal,Nya Zeeland,Österrike
22,Château Cheval Blanc,Frankrike,8599,"Jfr.pris 11 465,33 kr/l', 'Jfr.pris 11 465,33 kr/l",['92294'],Flaska 750 ml,750.0,14.0,[],Null,Har du frågor om allergener? Chatta med oss.Har du frågor om allergener? Chatta med oss,AllergenerHar du frågor om allergener? Chatta med oss.Har du frågor om allergener? Chatta med oss,['2016'],[],[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,"[""Château l'Evangile""]",Frankrike,2799,"Jfr.pris 3 732,00 kr/l', 'Jfr.pris 3 732,00 kr/l",['92295'],Flaska 750 ml,750.0,14.5,[],Null,Har du frågor om allergener? Chatta med oss.,AllergenerHar du frågor om allergener? Chatta med oss.,['2016'],[],[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,Château Ausone,Frankrike,9200,"Jfr.pris 12 266,67 kr/l', 'Jfr.pris 12 266,67 kr/l",['92309'],Flaska 750 ml,750.0,13.5,[],Null,Har du frågor om allergener? Chatta med oss.,AllergenerHar du frågor om allergener? Chatta med oss.,['2016'],[],[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,Clos Mogador,Spanien,699,"Jfr.pris 932,00 kr/l', 'Jfr.pris 932,00 kr/l",['95595'],Flaska 750 ml,750.0,15.0,[],"Fyllighet', 'Fruktsyra', 'Strävhet', 'Nöt', 'Vilt","45% garnatxa, 29% carinyena, 16% syrah och 10% cabernet sauvignon.', 'Tät, mörk, blålila färg.', 'Komplex doft med tydlig rostad fatkaraktär, inslag av plommon, kokos, mörka körsbär, viol, kaffe, romrussin, svartpeppar och choklad.', 'Ännu ung, komplex smak med tydlig rostad fatkaraktär, inslag av plommon, kokos, blåbär, viol, kaffe, romrussin, svartpeppar och choklad.', 'Bör lagras.', 'Serveras vid cirka 18°C till smakrika rätter av mörkt kött.', 'Har du frågor om allergener? Chatta med oss.Har du frågor om allergener? Chatta med oss","Råvaror45% garnatxa, 29% carinyena, 16% syrah och 10% cabernet sauvignon.FärgTät, mörk, blålila färg.DoftKomplex doft med tydlig rostad fatkaraktär, inslag av plommon, kokos, mörka körsbär, viol, kaffe, romrussin, svartpeppar och choklad.SmakbeskrivningÄnnu ung, komplex smak med tydlig rostad fatkaraktär, inslag av plommon, kokos, blåbär, viol, kaffe, romrussin, svartpeppar och choklad.FyllighetFruktsyraSträvhetOm lagringBör lagras.Passar tillServeras vid cirka 18°C till smakrika rätter av mörkt kött.NötViltAllergenerHar du frågor om allergener? Chatta med oss.Har du frågor om allergener? Chatta med oss",['2016'],"['Komplex doft med tydlig rostad fatkaraktär, inslag av plommon, kokos, mörka körsbär, viol, kaffe, romrussin, svartpeppar och choklad']","['Tät, mörk, blålila färg']","['45% garnatxa, 29% carinyena, 16% syrah och 10% cabernet sauvignon']","['ännu ung, komplex smak med tydlig rostad fatkaraktär, inslag av plommon, kokos, blåbär, viol, kaffe, romrussin, svartpeppar och choklad']",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,Dogliani,Italien,189,"Jfr.pris 252,00 kr/l', 'Jfr.pris 252,00 kr/l",['95660'],Flaska 750 ml,750.0,13.5,[],"Fyllighet', 'Fruktsyra', 'Strävhet', 'Lamm', 'Fläsk', 'Nöt","Dolcetto.', 'Tät, mörk, blålila färg.', 'Nyanserad, mycket fruktig doft med inslag av mörka körsbär, lakrits, skogshallon, dragon och blåbär.', 'Nyanserad, mycket fruktig smak med inslag av mörka körsbär, skogshallon, dragon, lakritsrot och blåbär.', 'Serveras vid 16-18°C till rätter av fläsk-, lamm- eller kalvkött.', 'Har du frågor om allergener? Chatta med oss.","RåvarorDolcetto.FärgTät, mörk, blålila färg.DoftNyanserad, mycket fruktig doft med inslag av mörka körsbär, lakrits, skogshallon, dragon och blåbär.SmakbeskrivningNyanserad, mycket fruktig smak med inslag av mörka körsbär, skogshallon, dragon, lakritsrot och blåbär.FyllighetFruktsyraSträvhetPassar tillServeras vid 16-18°C till rätter av fläsk-, lamm- eller kalvkött.LammFläskNötAllergenerHar du frågor om allergener? Chatta med oss.",['2017'],"['Nyanserad, mycket fruktig doft med inslag av mörka körsbär, lakrits, skogshallon, dragon och blåbär']","['Tät, mörk, blålila färg']",['Dolcetto'],"['nyanserad, mycket fruktig smak med inslag av mörka körsbär, skogshallon, dragon, lakritsrot och blåbär']",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,Finca Sandoval,Spanien,219,"Jfr.pris 292,00 kr/l', 'Jfr.pris 292,00 kr/l",['90613'],Flaska 750 ml,750.0,14.0,[],"Fyllighet', 'Fruktsyra', 'Strävhet', 'Lamm', 'Nöt","89% bobal och 11% syrah.', 'Mörk, blåröd färg.', 'Nyanserad, något utvecklad doft med fatkaraktär, inslag av björnbär, kryddor, mörka körsbär, tobak, choklad, kaffe och plommon.', 'Nyanserad, något utvecklad, kryddig smak med fatkaraktär, inslag av björnbär, kanel, mörka körsbär, tobak, kakao och plommon.', 'Kan lagras.', 'Serveras vid 16-18°C till rätter av lamm- och nötkött.', 'Har du frågor om allergener? Chatta med oss.","Råvaror89% bobal och 11% syrah.FärgMörk, blåröd färg.DoftNyanserad, något utvecklad doft med fatkaraktär, inslag av björnbär, kryddor, mörka körsbär, tobak, choklad, kaffe och plommon.SmakbeskrivningNyanserad, något utvecklad, kryddig smak med fatkaraktär, inslag av björnbär, kanel, mörka körsbär, tobak, kakao och plommon.FyllighetFruktsyraSträvhetOm lagringKan lagras.Passar tillServeras vid 16-18°C till rätter av lamm- och nötkött.LammNötAllergenerHar du frågor om allergener? Chatta med oss.",['2013'],"['Nyanserad, något utvecklad doft med fatkaraktär, inslag av björnbär, kryddor, mörka körsbär, tobak, choklad, kaffe och plommon']","['Mörk, blåröd färg']",['89% bobal och 11% syrah'],"['nyanserad, något utvecklad, kryddig smak med fatkaraktär, inslag av björnbär, kanel, mörka körsbär, tobak, kakao och plommon']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,Seccal,Italien,169,"Jfr.pris 225,33 kr/l', 'Jfr.pris 225,33 kr/l",['92039'],Flaska 750 ml,750.0,13.5,[],"Fyllighet', 'Fruktsyra', 'Strävhet', 'Lamm', 'Nöt', 'Vilt","70% corvina, 20% rondinella, 5% molinara och 5% croatina.', 'Mörk, rödblå färg.', 'Nyanserad, något utvecklad doft med tydlig fatkaraktär, inslag av plommon, chokladpraliner, körsbär, korinter, lakrits, kaffe och vanilj.', 'Nyanserad, något utvecklad, kryddig smak med tydlig fatkaraktär, inslag av plommon, chokladpraliner, hallon, korinter, lakrits, kaffe och vanilj.', 'Serveras vid cirka 18°C till rätter av mörkt kött.', 'Har du frågor om allergener? Chatta med oss.Har du frågor om allergener? Chatta med oss","Råvaror70% corvina, 20% rondinella, 5% molinara och 5% croatina.FärgMörk, rödblå färg.DoftNyanserad, något utvecklad doft med tydlig fatkaraktär, inslag av plommon, chokladpraliner, körsbär, korinter, lakrits, kaffe och vanilj.SmakbeskrivningNyanserad, något utvecklad, kryddig smak med tydlig fatkaraktär, inslag av plommon, chokladpraliner, hallon, korinter, lakrits, kaffe och vanilj.FyllighetFruktsyraSträvhetPassar tillServeras vid cirka 18°C till rätter av mörkt kött.LammNötViltAllergenerHar du frågor om allergener? Chatta med oss.Har du frågor om allergener? Chatta med oss",['2016'],"['Nyanserad, något utvecklad doft med tydlig fatkaraktär, inslag av plommon, chokladpraliner, körsbär, korinter, lakrits, kaffe och vanilj']","['Mörk, rödblå färg']","['70% corvina, 20% rondinella, 5% molinara och 5% croatina']","['nyanserad, något utvecklad, kryddig smak med tydlig fatkaraktär, inslag av plommon, chokladpraliner, hallon, korinter, lakrits, kaffe och vanilj']",1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,Elpenor,Portugal,199,"Jfr.pris 265,33 kr/l', 'Jfr.pris 265,33 kr/l",['92338'],Flaska 750 ml,750.0,13.5,[],"Fyllighet', 'Fruktsyra', 'Strävhet', 'Fläsk', 'Lamm","Touriga nacional.', 'Tät, mörk, blålila färg.', 'Fruktig, nyanserad doft med inslag av blåbär, lavendel, björnbär, örter, lakrits och hallon.', 'Fruktig, nyanserad smak med inslag av blåbär, lavendel, björnbär, kryddnejlika, körsbär och lakrits.', 'Kan lagras.', 'Serveras vid 16-18°C till rätter av fläsk- och lammkött.', 'Har du frågor om allergener? Chatta med oss.Har du frågor om allergener? Chatta med oss","RåvarorTouriga nacional.FärgTät, mörk, blålila färg.DoftFruktig, nyanserad doft med inslag av blåbär, lavendel, björnbär, örter, lakrits och hallon.SmakbeskrivningFruktig, nyanserad smak med inslag av blåbär, lavendel, björnbär, kryddnejlika, körsbär och lakrits.FyllighetFruktsyraSträvhetOm lagringKan lagras.Passar tillServeras vid 16-18°C till rätter av fläsk- och lammkött.FläskLammAllergenerHar du frågor om allergener? Chatta med oss.Har du frågor om allergener? Chatta med oss",['2014'],"['Fruktig, nyanserad doft med inslag av blåbär, lavendel, björnbär, örter, lakrits och hallon']","['Tät, mörk, blålila färg']",['Touriga nacional'],"['fruktig, nyanserad smak med inslag av blåbär, lavendel, björnbär, kryddnejlika, körsbär och lakrits']",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,Faustino I,Spanien,189,"Jfr.pris 252,00 kr/l', 'Jfr.pris 252,00 kr/l",['2678'],Flaska 750 ml,750.0,13.5,['3'],"Fyllighet', 'Fruktsyra', 'Strävhet', 'Lamm', 'Nöt","Tempranillo.', 'Mörk, röd färg.', 'Nyanserad, utvecklad, kryddig doft med fatkaraktär, inslag av torkade körsbär, choklad, tobak, dill, katrinplommon och vanilj.', 'Nyanserad, utvecklad, kryddig smak med fatkaraktär, inslag av torkade körsbär, choklad, tobak, katrinplommon, dill, nötter och vanilj.', 'Serveras vid 16-18°C till rätter av lamm- eller nötkött.', 'Har du frågor om allergener? Chatta med oss.Har du frågor om allergener? Chatta med oss","RåvarorTempranillo.FärgMörk, röd färg.DoftNyanserad, utvecklad, kryddig doft med fatkaraktär, inslag av torkade körsbär, choklad, tobak, dill, katrinplommon och vanilj.SmakbeskrivningNyanserad, utvecklad, kryddig smak med fatkaraktär, inslag av torkade körsbär, choklad, tobak, katrinplommon, dill, nötter och vanilj.FyllighetFruktsyraSträvhetPassar tillServeras vid 16-18°C till rätter av lamm- eller nötkött.LammNötAllergenerHar du frågor om allergener? Chatta med oss.Har du frågor om allergener? Chatta med oss",['2008'],"['Nyanserad, utvecklad, kryddig doft med fatkaraktär, inslag av torkade körsbär, choklad, tobak, dill, katrinplommon och vanilj']","['Mörk, röd färg']",['Tempranillo'],"['nyanserad, utvecklad, kryddig smak med fatkaraktär, inslag av torkade körsbär, choklad, tobak, katrinplommon, dill, nötter och vanilj']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,Sangre de Toro,Spanien,99,"Jfr.pris 132,00 kr/l', 'Jfr.pris 132,00 kr/l",['2686'],Flaska 750 ml,750.0,14.0,['3'],"Fyllighet', 'Fruktsyra', 'Strävhet', 'Lamm', 'Nöt","Garnacha, cariñena och syrah.', 'Mörk, blåröd färg.', 'Kryddig, fruktig doft med fatkaraktär, inslag av mörka körsbär, plommon, lakrits, vanilj och kaffe.', 'Kryddig smak med fatkaraktär, inslag av mörka körsbär, björnbär, lakrits, kaffe och vanilj.', 'Serveras vid 16-18°C till rätter av lamm- eller nötkött.', 'Har du frågor om allergener? Chatta med oss.Har du frågor om allergener? Chatta med oss","RåvarorGarnacha, cariñena och syrah.FärgMörk, blåröd färg.DoftKryddig, fruktig doft med fatkaraktär, inslag av mörka körsbär, plommon, lakrits, vanilj och kaffe.SmakbeskrivningKryddig smak med fatkaraktär, inslag av mörka körsbär, björnbär, lakrits, kaffe och vanilj.FyllighetFruktsyraSträvhetPassar tillServeras vid 16-18°C till rätter av lamm- eller nötkött.LammNötAllergenerHar du frågor om allergener? Chatta med oss.Har du frågor om allergener? Chatta med oss",['2015'],"['Kryddig, fruktig doft med fatkaraktär, inslag av mörka körsbär, plommon, lakrits, vanilj och kaffe']","['Mörk, blåröd färg']","['Garnacha, cariñena och syrah']","['kryddig smak med fatkaraktär, inslag av mörka körsbär, björnbär, lakrits, kaffe och vanilj']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,Le Bistro,Frankrike,79,"Jfr.pris 105,33 kr/l', 'Jfr.pris 105,33 kr/l",['2270'],Flaska 750 ml,750.0,12.5,['6'],"Fyllighet', 'Fruktsyra', 'Strävhet', 'Fågel', 'Fläsk', 'Grönsaker', 'Buffémat","Merlot, carignan och syrah.', 'Mörk, blåröd färg.', 'Bärig, ungdomlig doft med inslag av blåbär, lakrits och örter.', 'Bärig, ungdomlig smak med inslag blåbär, svarta vinbär, lakrits och örter.', 'Serveras vid cirka 16°C till rätter av ljust kött, eller vegetariska rätter.', 'Har du frågor om allergener? Chatta med oss.Har du frågor om allergener? Chatta med oss","RåvarorMerlot, carignan och syrah.FärgMörk, blåröd färg.DoftBärig, ungdomlig doft med inslag av blåbär, lakrits och örter.SmakbeskrivningBärig, ungdomlig smak med inslag blåbär, svarta vinbär, lakrits och örter.FyllighetFruktsyraSträvhetPassar tillServeras vid cirka 16°C till rätter av ljust kött, eller vegetariska rätter.FågelFläskGrönsakerBuffématAllergenerHar du frågor om allergener? Chatta med oss.Har du frågor om allergener? Chatta med oss",['2017'],"['Bärig, ungdomlig doft med inslag av blåbär, lakrits och örter']","['Mörk, blåröd färg']","['Merlot, carignan och syrah']","['bärig, ungdomlig smak med inslag blåbär, svarta vinbär, lakrits och örter']",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,Roodeberg,Sydafrika,269,"Jfr.pris 89,67 kr/l', 'Jfr.pris 89,67 kr/l",['7451'],Box 3000 ml,3000.0,14.0,['3'],"Fyllighet', 'Fruktsyra', 'Strävhet', 'Fläsk', 'Lamm', 'Nöt","Cabernet sauvignon, merlot och shiraz.', 'Mörk, blåröd färg.', 'Fruktig doft med inslag av fat, svarta vinbär, plommon, kaffe och lakrits.', 'Fruktig smak med inslag av fat, svarta vinbär, björnbär och lakrits.', 'Serveras vid 16-18°C till grillade rätter av lamm- eller nötkött.', 'Har du frågor om allergener? Chatta med oss.Har du frågor om allergener? Chatta med oss","RåvarorCabernet sauvignon, merlot och shiraz.FärgMörk, blåröd färg.DoftFruktig doft med inslag av fat, svarta vinbär, plommon, kaffe och lakrits.SmakbeskrivningFruktig smak med inslag av fat, svarta vinbär, björnbär och lakrits.FyllighetFruktsyraSträvhetPassar tillServeras vid 16-18°C till grillade rätter av lamm- eller nötkött.FläskLammNötAllergenerHar du frågor om allergener? Chatta med oss.Har du frågor om allergener? Chatta med oss",['2017'],"['Fruktig doft med inslag av fat, svarta vinbär, plommon, kaffe och lakrits']","['Mörk, blåröd färg']","['Cabernet sauvignon, merlot och shiraz']","['fruktig smak med inslag av fat, svarta vinbär, björnbär och lakrits']",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
34,Ramos,Portugal,259,"Jfr.pris 86,33 kr/l', 'Jfr.pris 86,33 kr/l",['6139'],Box 3000 ml,3000.0,14.0,['5'],"Fyllighet', 'Fruktsyra', 'Strävhet","Trincadeira, aragonez och syrah.', 'Mörk, blåröd färg.', 'Mycket fruktig doft med inslag av körsbär, kryddor, björnbär och lakrits.', 'Fruktig smak med inslag av björnbär, kryddor, körsbär och lakrits.', 'Vinner inte på lagring.', 'Serveras vid 16-18°C till rätter av fläsk- eller lammkött.', 'Har du frågor om allergener? Chatta med oss.Har du frågor om allergener? Chatta med oss","RåvarorTrincadeira, aragonez och syrah.FärgMörk, blåröd färg.DoftMycket fruktig doft med inslag av körsbär, kryddor, björnbär och lakrits.SmakbeskrivningFruktig smak med inslag av björnbär, kryddor, körsbär och lakrits.FyllighetFruktsyraSträvhetOm lagringVinner inte på lagring.Passar tillServeras vid 16-18°C till rätter av fläsk- eller lammkött.AllergenerHar du frågor om allergener? Chatta med oss.Har du frågor om allergener? Chatta med oss",['2016'],"['Mycket fruktig doft med inslag av körsbär, kryddor, björnbär och lakrits']","['Mörk, blåröd färg']","['Trincadeira, aragonez och syrah']","['fruktig smak med inslag av björnbär, kryddor, körsbär och lakrits']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
35,Mayer,Australien,539,"Jfr.pris 718,67 kr/l', 'Jfr.pris 718,67 kr/l",['90029'],Flaska 750 ml,750.0,13.0,[],Null,Har du frågor om allergener? Chatta med oss.Har du frågor om allergener? Chatta med oss,AllergenerHar du frågor om allergener? Chatta med oss.Har du frågor om allergener? Chatta med oss,['2018'],[],[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,Erba Salata,Italien,249,"Jfr.pris 332,00 kr/l', 'Jfr.pris 332,00 kr/l",['90593'],Flaska 750 ml,750.0,13.0,[],"Fyllighet', 'Fruktsyra', 'Strävhet', 'Lamm', 'Nöt","Montepulciano.', 'Tät, mörk, blålila färg.', 'Nyanserad, fruktig doft med fatkaraktär, inslag av björnbär, plommon, choklad, mynta, viol och blåbär.', 'Nyanserad, fruktig smak med fatkaraktär, inslag av björnbär, plommon, choklad, viol, örter, peppar och blåbär.', 'Kan lagras.', 'Serveras vid cirka 18°C till grillade rätter av lamm- eller nötkött.', 'Har du frågor om allergener? Chatta med oss.Har du frågor om allergener? Chatta med oss","RåvarorMontepulciano.FärgTät, mörk, blålila färg.DoftNyanserad, fruktig doft med fatkaraktär, inslag av björnbär, plommon, choklad, mynta, viol och blåbär.SmakbeskrivningNyanserad, fruktig smak med fatkaraktär, inslag av björnbär, plommon, choklad, viol, örter, peppar och blåbär.FyllighetFruktsyraSträvhetOm lagringKan lagras.Passar tillServeras vid cirka 18°C till grillade rätter av lamm- eller nötkött.LammNötAllergenerHar du frågor om allergener? Chatta med oss.Har du frågor om allergener? Chatta med oss",['2017'],"['Nyanserad, fruktig doft med fatkaraktär, inslag av björnbär, plommon, choklad, mynta, viol och blåbär']","['Tät, mörk, blålila färg']",['Montepulciano'],"['nyanserad, fruktig smak med fatkaraktär, inslag av björnbär, plommon, choklad, viol, örter, peppar och blåbär']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,Ferrer Bobet,Spanien,375,"Jfr.pris 500,00 kr/l', 'Jfr.pris 500,00 kr/l",['91155'],Flaska 750 ml,750.0,14.0,[],"Fyllighet', 'Fruktsyra', 'Strävhet', 'Lamm', 'Nöt', 'Vilt","Carignane och grenache.', 'Tät, mörk, blålila färg.', 'Komplex, fruktig doft med rostad fatkaraktär, inslag av mörka körsbär, viol, fikon, choklad, skogshallon, sötlakrits och vanilj.', 'Komplex, fruktig smak med rostad fatkaraktär, inslag av mörka körsbär, viol, fikon, choklad, plommon, skogshallon, svartpeppar, sötlakrits och vanilj.', 'Kan lagras.', 'Serveras vid cirka 18°C till rätter av mörkt kött.', 'Har du frågor om allergener? Chatta med oss.Har du frågor om allergener? Chatta med oss","RåvarorCarignane och grenache.FärgTät, mörk, blålila färg.DoftKomplex, fruktig doft med rostad fatkaraktär, inslag av mörka körsbär, viol, fikon, choklad, skogshallon, sötlakrits och vanilj.SmakbeskrivningKomplex, fruktig smak med rostad fatkaraktär, inslag av mörka körsbär, viol, fikon, choklad, plommon, skogshallon, svartpeppar, sötlakrits och vanilj.FyllighetFruktsyraSträvhetOm lagringKan lagras.Passar tillServeras vid cirka 18°C till rätter av mörkt kött.LammNötViltAllergenerHar du frågor om allergener? Chatta med oss.Har du frågor om allergener? Chatta med oss",['2016'],"['Komplex, fruktig doft med rostad fatkaraktär, inslag av mörka körsbär, viol, fikon, choklad, skogshallon, sötlakrits och vanilj']","['Tät, mörk, blålila färg']",['Carignane och grenache'],"['komplex, fruktig smak med rostad fatkaraktär, inslag av mörka körsbär, viol, fikon, choklad, plommon, skogshallon, svartpeppar, sötlakrits och vanilj']",1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,Chambolle Musigny,Frankrike,1695,"Jfr.pris 2 260,00 kr/l', 'Jfr.pris 2 260,00 kr/l",['91181'],Flaska 750 ml,750.0,13.0,[],Null,Har du frågor om allergener? Chatta med oss.Har du frågor om allergener? Chatta med oss,AllergenerHar du frågor om allergener? Chatta med oss.Har du frågor om allergener? Chatta med oss,['2017'],[],[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
